Ticker,Asset_Class,Sector,Industry_Theme,Instrument_Form,Instrument_Type,Peer_Group,Hierarchy_Level,Decision_Support_State,Detection_State,Signal_Window,ML_Quality,ML_Daily_PctRank,Confirmation_State,Structure_State,Structure_History_Status,Rotation_State,Momentum_Score,Acceleration_Score,Trend_Score,Rotation_Readiness_Score,Early_Rotation_State,Early_Rotation_Score,Pct_Above_EMA20,EMA20_Slope_5D_Pct,MA30_Slope_5D_Pct,Price,EMA20,MA30,MA50,MA100,MA200,Pct_Above_EMA20_MA,Days_Since_Price_EMA20_Cross,EMA20_Slope_5D_Pct_MA,MA30_Slope_5D_Pct_MA,PeerPct_Momentum,PeerPct_Acceleration,PeerPct_Trend,PeerPct_Rotation_Readiness,PeerPct_Early_Rotation,PeerPct_Pct_Above_EMA20,PeerPct_EMA20_Slope_5D_Pct,PeerPct_ML_Daily_PctRank,PeerPct__Rotation_State,PeerPct__Early_State,PeerPct__Decision_State,Peer_Group_Size,Peer_Comparison_Available,Peer_Relative_Read,Asset_Class_Size,AssetClass_Pct_Leader_or_Emerging,AssetClass_Pct_Early_or_Building,AssetClass_Pct_New_Detection,AssetClass_Pct_Structural_Caution,Asset_Class_Read,Sector_Size,Sector_Pct_Leader_or_Emerging,Sector_Pct_Early_or_Building,Sector_Pct_New_Detection,Sector_Pct_Structural_Caution,Sector_Read,PeerGroup_Size_Summary,Peer_Group_Read,PeerGroup_Pct_Leader_or_Emerging,PeerGroup_Pct_Early_or_Building,PeerGroup_Pct_New_Detection,PeerGroup_Pct_Structural_Caution,Asset_Current_Positive,Asset_Peer_Positive,Peer_Group_Positive,Sector_Positive,Asset_Class_Positive,Peer_Group_Negative,Sector_Negative,Asset_Class_Negative,Support_Level_Count,Caution_Level_Count,Vertical_Hierarchy_Read,Hierarchy_Path,Vertical_Context
CORN,Commodities,Agriculture,Corn,ETF,Commodity ETF,Agriculture Commodities,Commodity,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,72.24898236092267,83.5820895522388,100.0,82.58666892808685,EARLY ENTRY,87.01492537313432,0.02,1.435,1.776,19.92,19.53,18.946,18.46,18.154,18.0,0.02,21,1.435,1.776,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,YES,▲ STRONG WITHIN PEERS,9,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,▼ MIXED / CAUTION,3,0.6666666666666666,0.6666666666666666,0.0,0.0,▲ BROAD STRENGTH,3,▲ BROAD GROUP STRENGTH,0.6666666666666666,0.6666666666666666,0.0,0.0,True,True,True,True,False,False,False,True,4,1,★ STRONG HIERARCHICAL CONFIRMATION,Commodities → Agriculture → Agriculture Commodities → CORN,Asset Class: ▼ MIXED / CAUTION | Sector: ▲ BROAD STRENGTH | Peer Group: ▲ BROAD GROUP STRENGTH | Asset vs Peers: ▲ STRONG WITHIN PEERS
XLF,Equities,Financials,Broad Financials,ETF,Sector ETF,Financials,Sector,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— LOW,0.3846153846153846,— NOT CONFIRMED,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,61.95160560832204,38.80597014925373,70.0,57.02001356852104,NO SIGNAL,34.26865671641791,-0.005,-0.291,0.122,57.25,57.535,57.712,57.114,54.605,53.346,-0.005,3,-0.291,0.122,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.2,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Financials → Financials → XLF,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
ARKG,Equities,Health Care,Genomics / Disruptive Health,ETF,Thematic ETF,Biotech & Genomics,Theme,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,77.44798733604704,1.4925373134328357,85.0,56.54935549525102,NO SIGNAL,47.9179104477612,-0.013,-0.016,3.109,45.56,46.168,45.393,43.311,38.132,33.775,-0.013,2,-0.016,3.109,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Health Care → Biotech & Genomics → ARKG,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
IBB,Equities,Health Care,Biotechnology,ETF,Industry ETF,Biotechnology,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,69.83378561736771,10.44776119402985,70.0,52.05953188602442,NO SIGNAL,34.820895522388064,-0.019,-0.362,1.402,202.93,206.776,204.506,199.097,185.598,178.234,-0.019,3,-0.362,1.402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.75,0.75,0.75,2,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.0,● MIXED,2,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Health Care → Biotechnology → IBB,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ STRONG WITHIN PEERS
XBI,Equities,Health Care,Biotechnology,ETF,Industry ETF,Biotechnology,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,63.59226594301221,5.970149253731343,50.0,42.907564450474894,NO SIGNAL,27.95522388059701,-0.03,-0.734,1.007,156.2,161.059,160.173,158.198,147.192,136.113,-0.03,3,-0.734,1.007,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.75,0.75,0.75,2,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.0,● MIXED,2,● MIXED GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Health Care → Biotechnology → XBI,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ● MIDDLE OF PEER GROUP
XLV,Equities,Health Care,Broad Health Care,ETF,Sector ETF,Health Care,Sector,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,51.4812302125735,20.8955223880597,50.0,41.93521031207599,NO SIGNAL,27.95522388059701,-0.022,-0.832,0.261,165.36,169.158,169.072,166.237,157.467,154.856,-0.022,3,-0.832,0.261,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Health Care → Health Care → XLV,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
PPH,Equities,Health Care,Pharmaceuticals,ETF,Industry ETF,Pharmaceuticals,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,▲ HIGH,0.8461538461538461,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,44.514925373134325,14.925373134328357,50.0,37.00932835820896,NO SIGNAL,13.656716417910449,-0.028,-1.169,-0.199,109.44,112.611,112.709,111.647,107.283,105.392,-0.028,3,-1.169,-0.199,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Health Care → Pharmaceuticals → PPH,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
ITA,Equities,Industrials,Aerospace & Defense,ETF,Industry ETF,Aerospace & Defense,Industry,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,15.26797829036635,19.402985074626866,0.0,12.691485753052916,NO SIGNAL,8.731343283582088,-0.048,-2.514,-1.345,219.01,229.959,238.387,238.283,232.873,229.668,-0.048,16,-2.514,-1.345,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.5,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Industrials → Aerospace & Defense → ITA,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
AIRR,Equities,Industrials,U.S. Industrial Renaissance,ETF,Thematic ETF,Industrial Reshoring,Theme,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,21.941429217548627,46.26865671641791,0.0,23.754240162822256,NO SIGNAL,22.83582089552239,-0.035,-2.244,-1.313,107.29,111.211,115.361,117.855,123.017,116.647,-0.035,17,-2.244,-1.313,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.5,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Industrials → Industrial Reshoring → AIRR,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLI,Equities,Industrials,Broad Industrials,ETF,Sector ETF,Industrials,Sector,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,35.897783808231566,37.3134328358209,30.0,34.84803256445048,NO SIGNAL,20.970149253731343,-0.023,-1.346,-0.717,172.37,176.401,179.977,180.32,177.496,170.679,-0.023,17,-1.346,-0.717,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.5,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Industrials → Industrials → XLI,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
PAVE,Equities,Industrials,U.S. Infrastructure,ETF,Thematic ETF,Infrastructure,Theme,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,34.66870194482135,41.7910447761194,30.0,35.63822930800543,NO SIGNAL,22.98507462686567,-0.022,-1.243,-0.689,54.08,55.322,56.471,56.535,56.626,53.911,-0.022,17,-1.243,-0.689,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.5,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Industrials → Infrastructure → PAVE,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
BATT,Equities,Materials,Battery Materials / EV Supply Chain,ETF,Thematic ETF,Energy Transition Materials,Theme,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,26.17593848937133,17.91044776119403,20.0,22.152306648575305,NO SIGNAL,32.35820895522388,-0.028,-0.375,1.452,15.056,15.491,15.465,15.049,15.829,15.332,-0.028,1,-0.375,1.452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.75,0.75,0.75,2,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.2,0.2,0.4,▼ MIXED / CAUTION,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.0,0.0,0.0,1.0,False,True,False,False,False,True,True,False,1,2,▼ MULTI-LEVEL CAUTION,Equities → Materials → Energy Transition Materials → BATT,Asset Class: ● MIXED | Sector: ▼ MIXED / CAUTION | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ▲ STRONG WITHIN PEERS
LITP,Equities,Materials,Lithium Miners,ETF,Industry ETF,Energy Transition Materials,Industry,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,8.602442333785618,2.985074626865672,0.0,4.766621438263229,NO SIGNAL,19.29850746268657,-0.085,-1.974,1.497,10.437,11.41,11.351,11.162,13.28,13.189,-0.085,4,-1.974,1.497,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.75,0.75,0.75,2,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.2,0.2,0.4,▼ MIXED / CAUTION,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.0,0.0,0.0,1.0,False,False,False,False,False,True,True,False,0,2,▼ MULTI-LEVEL CAUTION,Equities → Materials → Energy Transition Materials → LITP,Asset Class: ● MIXED | Sector: ▼ MIXED / CAUTION | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ● MIDDLE OF PEER GROUP
XLB,Equities,Materials,Broad Materials,ETF,Sector ETF,Materials,Sector,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,37.55088195386703,28.35820895522388,30.0,32.90535956580732,NO SIGNAL,18.73134328358209,-0.023,-0.93,-0.057,50.95,52.168,52.417,51.841,51.47,50.002,-0.023,5,-0.93,-0.057,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.2,0.2,0.4,▼ MIXED / CAUTION,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Materials → Materials → XLB,Asset Class: ● MIXED | Sector: ▼ MIXED / CAUTION | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
COPX,Equities,Materials,Copper Miners,ETF,Industry ETF,Metals & Mining,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,● MODERATE,0.6153846153846154,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,61.18950701040254,13.432835820895525,70.0,49.0651289009498,NO SIGNAL,47.820895522388064,-0.021,0.578,2.665,88.53,90.474,89.478,84.314,83.655,81.023,-0.021,1,0.578,2.665,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,2,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.2,0.2,0.4,▼ MIXED / CAUTION,2,▲ BROAD NEW DETECTION,0.0,0.5,0.5,0.0,False,False,True,False,False,False,True,False,1,1,● MIXED HIERARCHY,Equities → Materials → Metals & Mining → COPX,Asset Class: ● MIXED | Sector: ▼ MIXED / CAUTION | Peer Group: ▲ BROAD NEW DETECTION | Asset vs Peers: ● MIDDLE OF PEER GROUP
SLX,Equities,Materials,Steel,ETF,Industry ETF,Metals & Mining,Industry,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,▲ EARLY CONFIRMATION,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,66.4145183175034,56.71641791044776,100.0,71.90145861601086,EARLY ENTRY,79.70149253731344,0.001,0.693,0.892,108.97,108.888,108.651,105.554,105.653,98.451,0.001,0,0.693,0.892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.2,0.2,0.4,▼ MIXED / CAUTION,2,▲ BROAD NEW DETECTION,0.0,0.5,0.5,0.0,True,True,True,False,False,False,True,False,3,1,⚠ ISOLATED STRENGTH / BROADER CAUTION,Equities → Materials → Metals & Mining → SLX,Asset Class: ● MIXED | Sector: ▼ MIXED / CAUTION | Peer Group: ▲ BROAD NEW DETECTION | Asset vs Peers: ▲ STRONG WITHIN PEERS
SRVR,Equities,Real Estate,Data Center / Digital Infrastructure,ETF,Thematic ETF,Digital Infrastructure,Theme,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,26.60560832202623,70.1492537313433,0.0,33.01729986431479,NO SIGNAL,42.25373134328358,-0.011,-0.359,0.052,30.313,30.656,30.873,30.62,32.001,31.085,-0.011,2,-0.359,0.052,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.25,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Real Estate → Digital Infrastructure → SRVR,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
REZ,Equities,Real Estate,Residential & Specialty REITs,ETF,Industry ETF,Real Estate,Industry,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,46.9538670284939,43.28358208955223,30.0,41.61431478968792,NO SIGNAL,22.611940298507463,-0.021,-1.092,-1.024,92.08,94.095,94.798,95.743,93.087,89.027,-0.021,10,-1.092,-1.024,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.25,● MIXED,3,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Real Estate → Real Estate → REZ,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
VNQ,Equities,Real Estate,Broad U.S. REITs,ETF,Sector ETF,Real Estate,Sector,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,37.36431478968792,47.76119402985074,30.0,38.64229986431479,NO SIGNAL,23.88059701492537,-0.019,-1.042,-0.903,94.8,96.646,97.49,98.041,96.785,93.17,-0.019,10,-1.042,-0.903,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.25,● MIXED,3,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Real Estate → Real Estate → VNQ,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
XLRE,Equities,Real Estate,Broad Real Estate,ETF,Sector ETF,Real Estate,Sector,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,37.356399819086384,50.74626865671642,30.0,39.5342605156038,NO SIGNAL,25.52238805970149,-0.018,-1.005,-0.836,43.42,44.197,44.571,44.756,44.354,42.711,-0.018,10,-1.005,-0.836,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,4,0.0,0.0,0.0,0.25,● MIXED,3,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Real Estate → Real Estate → XLRE,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
AIQ,Equities,Technology,Artificial Intelligence,ETF,Thematic ETF,AI & Automation,Theme,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,71.03912256897331,53.73134328358209,100.0,73.08700814111262,BUILDING,84.10447761194031,0.008,0.469,1.695,63.98,63.468,63.243,62.102,62.132,56.239,0.008,0,0.469,1.695,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.5,0.5,0.5,0.5,True,True,False,True,False,True,False,False,3,1,▲ ASSET LEADS MIXED PEERS,Equities → Technology → AI & Automation → AIQ,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ▲ STRONG WITHIN PEERS
BOTZ,Equities,Technology,Robotics / Artificial Intelligence,ETF,Thematic ETF,AI & Automation,Theme,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,24.812302125734963,58.2089552238806,0.0,28.62822252374492,NO SIGNAL,34.19402985074627,-0.013,-0.747,0.559,35.28,35.728,36.28,35.939,37.325,36.891,-0.013,17,-0.747,0.559,0.5,1.0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,2,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.5,0.5,0.5,0.5,False,True,False,True,False,True,False,False,2,1,● MIXED HIERARCHY,Equities → Technology → AI & Automation → BOTZ,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
SKYY,Equities,Technology,Cloud Computing,ETF,Thematic ETF,Cloud & Software,Theme,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,62.817729534147446,8.955223880597014,70.0,48.45454545454545,NO SIGNAL,29.49253731343284,-0.004,-0.163,2.357,158.47,159.105,159.387,150.444,140.823,130.229,-0.004,2,-0.163,2.357,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Technology → Cloud & Software → SKYY,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
